tid,comAuthor,comAuthorImg,comContent,comAddress,comTime
9265049618,烙融只会吃康,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.60da33b8.nZNdhg9CLJzKtXGMiURfHA?t=1717151226,                    中奖了,山东,2024-11-16 23:13
9265049618,djcursj,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d0f60b5e.aCfjxcVvTc-LCQYSz6tomw?t=1723439418,                    虽然blg输了，但是赚了30q币，也行吧,湖北,2024-11-17 23:12
9265049618,贴吧用户_GWCSZJN,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.80317369.NZoRA9C3g-rjce2MTU1YlA?t=1655809568,                    3,安徽,2024-11-19 23:44
9265049618,未知作者,无头像,,地址信息缺失,时间信息缺失
9265049618,天际守望者🌠,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c19f9397.vMCHvRggV76GOBPBzevxLg?t=1711763824,                    保持加油,四川,2024-11-21 00:13
9265049618,蓝楹5,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.3fa61019.fWMlIjgU8sg_kv1SEAQKpA,                    ,山东,2024-11-24 16:20
9265049618,爽🦌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.27085062.6-mRNwJPiBmvbi3DZX1uzQ?t=1731256973,                    3,江苏,2024-11-27 17:06
9265049618,爽🦌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.27085062.6-mRNwJPiBmvbi3DZX1uzQ?t=1731256973,                    3,江苏,2024-11-27 17:06
9265049618,爽🦌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.27085062.6-mRNwJPiBmvbi3DZX1uzQ?t=1731256973,                    3,江苏,2024-11-27 17:06
9265049618,爽🦌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.27085062.6-mRNwJPiBmvbi3DZX1uzQ?t=1731256973,                    3,江苏,2024-11-27 17:06
9265049618,未知作者,无头像,,地址信息缺失,时间信息缺失
9265049618,爽🦌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.27085062.6-mRNwJPiBmvbi3DZX1uzQ?t=1731256973,                    3,江苏,2024-11-27 17:06
9265049618,详宇,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.978a17a1.IkHtD_pZRHyaq6zbux95wA?t=1680429749,                    中了精装版年鉴啥时候发货啊,湖北,2024-11-27 17:57
9265049618,秀善,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.be8cbbfd.bAwE9Nf0LioLzGcoYaBLnw?t=1729235701,3,上海,2024-11-30 22:16
9192427219,单纯爱蝌蚪♧,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.45762283.IkknIu2f7Csk341Rw6j4CQ?t=1727348382,                    蝌蚪杀不杀？,广东,2024-09-26 19:45
9192427219,未知作者,无头像,,地址信息缺失,时间信息缺失
9192427219,五星上将_麦克阿飞,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.1d2e6b0.u-ukzSmvjauLRPNNaqcRTA?t=1730612482,                    饮魔杀不杀？,广东,2024-09-26 20:05
9192427219,DkMidking,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.febde370.2DmBEHw-Ty6DzzolHqXjFg?t=1720673827,                    有krd蝌蚪混淆视听,浙江,2024-09-26 23:57
9192427219,两瑜,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.cc6f8c75.vIKb_Stg3xOCGb4wBfPvtg?t=1481262786,                    17楼那楼主 道理说不过了就撒泼打滚 懒得鸟他了还一直凌晨艾特骂父母 不知道是不是晚上卖完一肚子火 能给这种人直接循了不,江西,2024-09-27 10:12
9192427219,思冬窩客,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a95f1a1c.p851u15DB_mdMHrge8FZNA?t=1611880553,                    能不能先确定真的是krd再封啊？我发现某个邪教尿粉组织很喜欢给人扣帽子krd，不支持他们家哥哥就是krd，扣帽子krd还乱举报，比赛一输就支持lck，哥哥没参加亚运就支持韩国队，然后不支持哥哥就扣帽子是断手粉、krd之类的，这种吧主们能分清楚吗？,加拿大,2024-09-28 13:14
9192427219,清辉月凝,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.6afb3ee.cb32YqX9-nusIla6wb2LjA?t=1718527366,                    ➕3,陕西,2024-09-28 13:18
9192427219,s15fmvp喻文波,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.29827a5.NAwMND8eE5t1zMaPBgs4Yw?t=1722263633,                    封一下这条krd ，2楼里的回复,湖南,2024-09-28 15:04
9192427219,未知作者,无头像,,地址信息缺失,时间信息缺失
9192427219,我推雪之下,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.bfdb1d5c.hjxCyce5HKOlsYAZI6E_jA?t=1725352971,                    这种dinner贴能封吗,陕西,2024-09-30 00:36
9192427219,奶牛不产牛奶,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.63ba098b.toCeAdrMZltEA4cBu5r5_Q?t=1648722824,                    这贴子能不能帮我解封啊没散布广告呀瓦批吹的“电竞最高殿堂”被巴西佬薄纱了,广东,2024-09-30 22:11
9192427219,京火火尼动画,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b6b320e0.3XgyeOrp1iBbRAtwvVqCxg?t=1729421945,                    吧务有滴能儿哦,广东,2024-10-01 08:03
9192427219,贴吧用户_QK2ZD4E,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.bb6b2d55.EfxcWN_4BLOWAqrEbRcmIg,                    吧务里有坏人，发个加油都被封,四川,2024-10-01 11:09
9192427219,贴吧用户_7WKG32y,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.569b9305.ptvP8M2r_1WanlUJEY1PmQ?t=1731377374,                      二游野狗,广东,2024-10-01 11:52
9192427219,网友今顺汐,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.8baaf1f0.Lp5b-egYkJ9UcPPbymlFlg?t=1720779821,                    米野狗杀不杀,湖北,2024-10-01 12:20
9192427219,未知作者,无头像,,地址信息缺失,时间信息缺失
9192427219,s15fmvp喻文波,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.29827a5.NAwMND8eE5t1zMaPBgs4Yw?t=1722263633,                    ,湖南,2024-10-01 12:21
9192427219,贴吧用户_76P6W2P,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.1d7c93c.Zpf0giNI-_1PGv5G2NTVhg?t=1538484916,                     这个帖子二楼的回复里面，那别人父母恶心人的玩意儿赶紧封了,北京,2024-10-01 13:17
9192427219,七夜,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a4cb0c85.G3fZ1HcMuRalGRgV9yJcIw?t=1647644115,                      手滑误删了 不好意思 Sorry  你再重新发一次,广东,2024-10-01 23:21
9192427219,-向晚大摸王-二号机,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.e68243d9.-M1fvZh77jzRjRch2N0Z3Q?t=1728730813,                    我这个帖子就投票选项里加了个48bin就十天了啊,山东,2024-10-02 13:36
9192427219,量子胶带7号机,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.dcd5b5ce.wLF8aTE0QYa9ilBAzl8tjg?t=1698567646,                    这个算不算，明显的踩tes捧t1,新加坡,2024-10-03 20:09
9192427219,单纯爱马头,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.7bc97714.J7pFBCxq_2ZDMIvjPLJ6pw?t=1728631388,                    https://tieba.baidu.com/p/9202960017?&share=9105&fr=sharewise&is_video=false&unique=68F29D2E16F8CEBECC39E7EE27AB0A37&st=1727960740&client_type=1&client_version=12.69.1.0&sfc=copy&share_from=post,广东,2024-10-03 21:06
9192427219,未知作者,无头像,,地址信息缺失,时间信息缺失
9192427219,单纯爱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.7c389d18.xT4oUowbEA4neThmDHRWSA?t=1562907389,                    ,河南,2024-10-04 00:31
9192427219,香蕉猎人李相赫🍌,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.b4051c5a.gwu7Q9_wXdtOgh-Gres8rA?t=1712860057,                     14楼,湖北,2024-10-04 10:47
9192427219,Tetrarch,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.59b3c39c.pOhy1J6mo8qAk7giwbrJpg?t=1711515935,                     二楼,辽宁,2024-10-04 17:06
9192427219,炽烈冲锋摧毁熔岩之柱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d6b394f2.-vAFcC6ConNSGr-bUIngGw?t=1725781825,                     50楼,山东,2024-10-05 17:03
9192427219,炽烈冲锋摧毁熔岩之柱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d6b394f2.-vAFcC6ConNSGr-bUIngGw?t=1725781825,                    ,山东,2024-10-05 17:08
9192427219,令人窒息,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.3f256fbc.Ov5nZPZsDyzVqej6wETJUw?t=1648144689,                     二楼里面，四楼的也中krd管不管？天天在那跳脸,重庆,2024-10-05 23:00
9192427219,未知作者,无头像,,地址信息缺失,时间信息缺失
9192427219,贴吧用户_aKCKWJ3,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.adc1900.MJVShhNVFrBTiG4Tj7PuZA?t=1611848543,                     这个能不能处理，之前也有一个和他IP一样的一直在黑gala，估计已经是被处理开小号了，现在又来了,广东,2024-10-05 23:54
9192427219,Tetrarch,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.59b3c39c.pOhy1J6mo8qAk7giwbrJpg?t=1711515935,                     这个贴应该犯规了吧,辽宁,2024-10-06 15:26
9192427219,炽烈冲锋摧毁熔岩之柱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d6b394f2.-vAFcC6ConNSGr-bUIngGw?t=1725781825,                     这算吗,山东,2024-10-06 17:02
9192427219,炽烈冲锋摧毁熔岩之柱,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d6b394f2.-vAFcC6ConNSGr-bUIngGw?t=1725781825,                    ,山东,2024-10-06 21:43
9297216276,单纯爱末炎,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c37babd3.AwqAmNBxQ6JuxLo_CuiKGA?t=1710919788,                    ？,河南,2024-11-30 21:55
9297216276,未知作者,无头像,,地址信息缺失,时间信息缺失
9297216276,落樱幻琰,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.502d34a0.wgiRLgqm2s2ZDL8XWeidRA?t=1720867395,                    12月3日 周二BO1 13:00 NS VS VIE 2024KeSPA杯BO1 14:15 HLE VS GEN 2024KeSPA杯BO1 15:30 VIE VS DK 2024KeSPA杯BO1 16:45 T1 VS NS 2024KeSPA杯BO1 18:00 VIE VS HLE 2024KeSPA杯BO1 19:30 GEN VS NS 2024KeSPA杯BO1 20:30 DK VS T1 2024KeSPA杯12月5日 周四BO1 12:00 TBD VS TBD 2024KeSPA杯BO1 13:15 TBD VS TBD 2024KeSPA杯BO1 14:30 TBD VS TBD 2024KeSPA杯BO1 15:45 TBD VS TBD 2024KeSPA杯BO1 17:00 TBD VS TBD 2024KeSPA杯12月7日 周六BO3 14:00 TBD VS TBD 2024KeSPA杯BO3 16:30 TBD VS TBD 2024KeSPA杯,浙江,2024-11-30 21:55
9297216276,落樱幻琰,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.502d34a0.wgiRLgqm2s2ZDL8XWeidRA?t=1720867395,                    ,浙江,2024-11-30 21:55
9297216276,岁月伴我走丶,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.9aeae938.bQ9Ddr3NTcBT6kwXqKSeAQ?t=1692172133,                    阅,广东,2024-11-30 21:59
9297216276,他的失意与选择,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c5d39b93.lyZfeQdMOH87pqaM4Wg_HA?t=1729788657,                    这啥,广东,2024-11-30 22:53
9297216276,里中千枝,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.97bb78b8.Zgy7heWwIPSSYMUsRyOpqw?t=1687672193,                    k杯以前skt时期还要上全主力打打（虽然好像从没夺冠过？），现在大伙都是应付了一共就gen.g、dk、ns这三个队上主力打,江西,2024-11-30 22:56
9297216276,从前,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.25568d5e.g52d4VwtrfK4CiI7lTrgKw?t=1724501304,                    TBD杯,浙江,2024-12-01 00:30
9297216276,未知作者,无头像,,地址信息缺失,时间信息缺失
9297216276,kkiis2,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.20e62b88.o7D7hi3_twymfp8gOoIirA?t=1590226476,                    1,广西,2024-12-01 01:32
